,longitude,latitude,housing_median_age,population,households,median_income,median_house_value,ocean_proximity,avg_rooms_per_household,avg_bedrooms_per_household
10199,-117.93,33.87,10.0,730.0,417.0,1.4803,137500.0,<1H OCEAN,3.062350119904077,1.170263788968825
10200,-117.94,33.87,46.0,1275.0,448.0,3.9375,187000.0,<1H OCEAN,4.611607142857143,1.0044642857142858
10201,-117.94,33.88,35.0,679.0,282.0,4.3333,239300.0,<1H OCEAN,6.00709219858156,1.049645390070922
10202,-117.92,33.87,44.0,301.0,100.0,2.1991,191100.0,<1H OCEAN,3.08,0.87
10203,-117.92,33.87,36.0,966.0,257.0,2.8438,162500.0,<1H OCEAN,4.377431906614786,1.1089494163424125
10204,-117.93,33.87,52.0,429.0,185.0,2.315,182100.0,<1H OCEAN,5.135135135135135,1.2378378378378379
10205,-117.93,33.88,45.0,585.0,260.0,4.0812,241700.0,<1H OCEAN,5.023076923076923,1.126923076923077
10206,-117.93,33.88,32.0,967.0,409.0,7.2893,293500.0,<1H OCEAN,6.009779951100245,0.8777506112469438
10207,-117.92,33.88,52.0,609.0,211.0,3.75,232500.0,<1H OCEAN,6.018957345971564,1.3080568720379147
10208,-117.91,33.88,34.0,784.0,290.0,5.2336,235600.0,<1H OCEAN,6.382758620689655,1.0034482758620689
10209,-117.92,33.88,32.0,719.0,263.0,5.3649,243600.0,<1H OCEAN,6.399239543726236,1.038022813688213
10210,-117.92,33.88,32.0,575.0,235.0,5.3986,318700.0,<1H OCEAN,6.94468085106383,1.0382978723404255
10211,-117.91,33.89,30.0,523.0,216.0,7.875,351900.0,<1H OCEAN,7.550925925925926,0.9814814814814815
10212,-117.9,33.88,35.0,991.0,357.0,5.2897,230400.0,<1H OCEAN,5.775910364145658,0.988795518207283
10213,-117.9,33.88,34.0,661.0,261.0,4.675,215400.0,<1H OCEAN,5.3486590038314175,0.9386973180076629
10214,-117.9,33.87,28.0,1360.0,504.0,2.9861,218600.0,<1H OCEAN,4.593253968253968,1.0674603174603174
10215,-117.9,33.87,34.0,1040.0,299.0,3.4338,195200.0,<1H OCEAN,4.719063545150502,0.9765886287625418
10216,-117.91,33.87,29.0,762.0,276.0,2.5,143800.0,<1H OCEAN,4.061594202898551,
10217,-117.91,33.87,52.0,1191.0,463.0,2.9076,177300.0,<1H OCEAN,4.386609071274298,1.0928725701943844
10218,-117.88,33.89,18.0,866.0,496.0,3.6435,119100.0,<1H OCEAN,3.2580645161290325,1.0725806451612903
10219,-117.88,33.89,16.0,353.0,185.0,4.5,173300.0,<1H OCEAN,5.183783783783784,0.9513513513513514
10220,-117.88,33.88,15.0,615.0,370.0,3.0263,162500.0,<1H OCEAN,2.5864864864864865,0.972972972972973
10221,-117.89,33.88,15.0,1549.0,582.0,1.9127,175000.0,<1H OCEAN,2.843642611683849,1.0756013745704467
10222,-117.89,33.88,33.0,771.0,240.0,5.3836,229600.0,<1H OCEAN,6.591666666666667,1.0666666666666667
10223,-117.89,33.88,27.0,1037.0,332.0,5.7519,243400.0,<1H OCEAN,6.298192771084337,1.0120481927710843
10224,-117.89,33.87,25.0,755.0,389.0,3.0893,188200.0,<1H OCEAN,3.83547557840617,1.1285347043701799
10225,-117.89,33.87,32.0,693.0,228.0,3.3594,202100.0,<1H OCEAN,4.969298245614035,0.9473684210526315
10226,-117.88,33.87,35.0,1302.0,345.0,5.6409,190900.0,<1H OCEAN,5.56231884057971,1.0115942028985507
10227,-117.89,33.87,32.0,835.0,386.0,3.0465,148900.0,<1H OCEAN,4.064766839378239,1.0932642487046633
10228,-117.93,33.87,45.0,1237.0,237.0,3.3472,168000.0,<1H OCEAN,4.244725738396625,0.9704641350210971
10229,-117.93,33.86,36.0,778.0,303.0,2.6563,155000.0,<1H OCEAN,3.072607260726073,0.9207920792079208
10230,-117.93,33.86,17.0,1216.0,369.0,3.3438,186600.0,<1H OCEAN,4.409214092140921,1.0785907859078592
10231,-117.93,33.86,35.0,516.0,174.0,5.5867,182500.0,<1H OCEAN,5.350574712643678,1.0402298850574712
10232,-117.93,33.87,29.0,1822.0,326.0,1.7935,162500.0,<1H OCEAN,3.745398773006135,1.138036809815951
10233,-117.89,33.86,28.0,1220.0,362.0,3.3008,193800.0,<1H OCEAN,3.8535911602209945,1.0994475138121547
10234,-117.91,33.86,26.0,1415.0,527.0,2.4732,165800.0,<1H OCEAN,4.35673624288425,1.081593927893738
10235,-117.92,33.86,26.0,247.0,151.0,3.6375,133900.0,<1H OCEAN,4.933774834437086,1.0662251655629138
10236,-117.92,33.87,33.0,1888.0,423.0,3.055,157800.0,<1H OCEAN,3.775413711583924,
10237,-117.87,33.91,16.0,1017.0,476.0,4.2188,176300.0,<1H OCEAN,5.11344537815126,0.9558823529411765
10238,-117.88,33.9,21.0,1413.0,391.0,6.5945,277300.0,<1H OCEAN,8.132992327365729,1.1099744245524297
10239,-117.88,33.9,15.0,759.0,479.0,3.5333,114400.0,<1H OCEAN,3.559498956158664,0.9979123173277662
10240,-117.88,33.89,19.0,2300.0,871.0,3.0214,218400.0,<1H OCEAN,4.113662456946039,1.0459242250287026
10241,-117.88,33.89,17.0,1701.0,824.0,3.6946,265500.0,<1H OCEAN,3.9053398058252426,1.1201456310679612
10242,-117.87,33.89,25.0,486.0,150.0,7.1472,270100.0,<1H OCEAN,7.613333333333333,1.08
10243,-117.86,33.91,16.0,1227.0,401.0,6.4514,270800.0,<1H OCEAN,7.204488778054863,1.054862842892768
10244,-117.86,33.9,17.0,630.0,194.0,6.9113,285200.0,<1H OCEAN,7.484536082474227,0.9690721649484536
10245,-117.86,33.9,25.0,1291.0,408.0,7.2478,299200.0,<1H OCEAN,7.855392156862745,1.0024509803921569
10246,-117.87,33.9,21.0,1416.0,469.0,6.8268,280300.0,<1H OCEAN,6.782515991471215,0.9530916844349681
10247,-117.86,33.89,22.0,1915.0,592.0,6.6897,289800.0,<1H OCEAN,7.408783783783784,1.0016891891891893
10248,-117.86,33.89,24.0,820.0,241.0,6.9612,274500.0,<1H OCEAN,8.307053941908714,1.049792531120332
10249,-117.87,33.89,19.0,786.0,234.0,6.4218,275000.0,<1H OCEAN,7.153846153846154,1.0384615384615385
10250,-117.86,33.88,19.0,871.0,322.0,3.7361,201400.0,<1H OCEAN,5.03416149068323,1.0186335403726707
10251,-117.87,33.89,17.0,769.0,456.0,2.425,171700.0,<1H OCEAN,3.1600877192982457,1.162280701754386
10252,-117.87,33.89,22.0,1382.0,546.0,3.343,184600.0,<1H OCEAN,4.285714285714286,1.216117216117216
10253,-117.87,33.88,25.0,1342.0,454.0,3.025,156900.0,<1H OCEAN,3.9823788546255505,0.9691629955947136
10254,-117.87,33.88,24.0,1519.0,708.0,3.3036,183900.0,<1H OCEAN,3.75,0.9915254237288136
10255,-117.87,33.88,28.0,2026.0,722.0,3.5667,190700.0,<1H OCEAN,4.616343490304709,1.0415512465373962
10256,-117.87,33.88,28.0,1682.0,563.0,3.6417,204300.0,<1H OCEAN,4.63943161634103,1.0692717584369449
10257,-117.86,33.87,12.0,685.0,256.0,5.1784,254000.0,<1H OCEAN,6.25,0.98046875
10258,-117.87,33.85,33.0,34.0,10.0,5.2949,350000.0,<1H OCEAN,4.5,1.1
10259,-117.85,33.86,18.0,209.0,71.0,4.6806,187500.0,<1H OCEAN,4.633802816901408,1.0140845070422535
10260,-117.85,33.89,22.0,1486.0,635.0,5.9639,262300.0,<1H OCEAN,6.330708661417323,1.031496062992126
10261,-117.85,33.88,14.0,2138.0,678.0,7.3658,288500.0,<1H OCEAN,7.010324483775811,1.0044247787610618
10262,-117.86,33.88,20.0,1886.0,541.0,6.5843,272200.0,<1H OCEAN,7.351201478743068,0.9981515711645101
10263,-117.85,33.87,15.0,2569.0,759.0,5.6549,301900.0,<1H OCEAN,6.69038208168643,1.061923583662714
10264,-117.85,33.9,20.0,1997.0,650.0,5.5918,260500.0,<1H OCEAN,6.193846153846154,0.9969230769230769
10265,-117.85,33.9,25.0,811.0,263.0,5.2037,242200.0,<1H OCEAN,5.885931558935361,0.973384030418251
10266,-117.84,33.89,24.0,1912.0,593.0,5.7951,226900.0,<1H OCEAN,6.63575042158516,1.0539629005059021
10267,-117.85,33.89,24.0,1616.0,494.0,5.7457,240600.0,<1H OCEAN,6.732793522267206,1.0182186234817814
10268,-117.88,33.87,21.0,1203.0,366.0,3.2083,145300.0,<1H OCEAN,4.1502732240437155,1.0601092896174864
10269,-117.87,33.86,19.0,1149.0,417.0,3.1534,324400.0,<1H OCEAN,5.35251798561151,1.0743405275779376
10270,-117.87,33.87,7.0,1367.0,677.0,4.6563,162400.0,<1H OCEAN,3.933530280649926,0.948301329394387
10271,-117.87,33.87,15.0,1766.0,455.0,2.4929,158500.0,<1H OCEAN,4.171428571428572,1.0461538461538462
10272,-117.87,33.87,16.0,1534.0,295.0,3.0227,297100.0,<1H OCEAN,4.5152542372881355,1.2474576271186442
10273,-117.86,33.87,19.0,891.0,237.0,5.6573,216000.0,<1H OCEAN,6.713080168776371,1.1772151898734178
10274,-117.88,33.85,18.0,2726.0,674.0,2.7759,200000.0,<1H OCEAN,4.013353115727003,1.0578635014836795
10275,-117.87,33.86,28.0,2197.0,509.0,3.4856,142800.0,<1H OCEAN,4.50294695481336,1.043222003929273
10276,-117.88,33.85,22.0,971.0,249.0,3.1667,113900.0,<1H OCEAN,4.437751004016064,0.9678714859437751
10277,-117.81,33.89,13.0,1546.0,557.0,5.8243,297900.0,<1H OCEAN,5.838420107719928,1.0466786355475763
10278,-117.82,33.88,18.0,1027.0,324.0,7.0526,327500.0,<1H OCEAN,6.117283950617284,0.9259259259259259
10279,-117.82,33.89,24.0,1050.0,397.0,4.6172,238300.0,<1H OCEAN,5.46095717884131,1.0604534005037782
10280,-117.81,33.88,19.0,1430.0,459.0,5.3339,371700.0,<1H OCEAN,6.466230936819172,1.0958605664488017
10281,-117.82,33.89,21.0,1431.0,480.0,4.0714,278900.0,<1H OCEAN,6.414583333333334,1.0604166666666666
10282,-117.78,33.86,16.0,1769.0,691.0,4.1064,246100.0,<1H OCEAN,5.0231548480463095,1.0246020260492041
10283,-117.76,33.87,16.0,1971.0,575.0,6.4265,263700.0,<1H OCEAN,6.909565217391305,1.0347826086956522
10284,-117.83,33.9,23.0,1196.0,359.0,6.5755,272800.0,<1H OCEAN,6.813370473537605,1.0027855153203342
10285,-117.84,33.9,24.0,707.0,219.0,7.0352,299600.0,<1H OCEAN,7.867579908675799,1.0182648401826484
10286,-117.83,33.89,25.0,840.0,265.0,4.625,245700.0,<1H OCEAN,6.554716981132075,1.0188679245283019
10287,-117.83,33.88,23.0,1209.0,347.0,6.0132,259400.0,<1H OCEAN,6.815561959654179,1.0230547550432276
10288,-117.84,33.89,19.0,1787.0,560.0,6.7837,264300.0,<1H OCEAN,6.328571428571428,0.9678571428571429
10289,-117.83,33.88,18.0,1048.0,315.0,6.9308,231700.0,<1H OCEAN,6.704761904761905,1.0793650793650793
10290,-117.82,33.88,15.0,2531.0,827.0,6.2185,280300.0,<1H OCEAN,6.519951632406288,1.0822249093107619
10291,-117.83,33.87,5.0,3521.0,1423.0,5.2131,243900.0,<1H OCEAN,4.898805340829234,1.0182712579058328
10292,-117.81,33.88,19.0,904.0,279.0,9.2327,461300.0,<1H OCEAN,8.118279569892474,1.014336917562724
10293,-117.81,33.87,19.0,2457.0,702.0,6.0591,233500.0,<1H OCEAN,6.397435897435898,0.9686609686609686
10294,-117.8,33.87,16.0,3107.0,1209.0,4.2566,206100.0,<1H OCEAN,4.924731182795699,1.0595533498759304
10295,-117.81,33.86,18.0,95.0,23.0,3.5625,235000.0,<1H OCEAN,5.782608695652174,1.2608695652173914
10296,-117.87,33.92,14.0,1905.0,670.0,6.3303,303000.0,<1H OCEAN,6.028358208955224,0.9985074626865672
10297,-117.88,33.92,13.0,1565.0,698.0,5.457,308800.0,<1H OCEAN,4.716332378223496,1.0415472779369628
10298,-117.85,33.92,11.0,1460.0,416.0,8.0287,371800.0,<1H OCEAN,8.007211538461538,0.9855769230769231
10299,-117.87,33.92,17.0,2054.0,737.0,6.0571,272400.0,<1H OCEAN,6.207598371777476,1.0366350067842605
10300,-117.83,33.93,14.0,671.0,269.0,6.5841,306400.0,<1H OCEAN,7.271375464684015,1.0483271375464684
10301,-117.8,33.92,16.0,2306.0,914.0,4.6315,277500.0,<1H OCEAN,6.366520787746171,1.0787746170678336
10302,-117.8,33.89,25.0,1278.0,389.0,7.0217,357900.0,<1H OCEAN,8.023136246786633,0.9794344473007712
10303,-117.79,33.88,17.0,3822.0,1316.0,6.0829,252600.0,<1H OCEAN,6.506079027355623,1.0265957446808511
10304,-117.78,33.87,16.0,2624.0,934.0,5.3307,169600.0,<1H OCEAN,6.005353319057816,1.019271948608137
10305,-117.78,33.88,16.0,871.0,234.0,6.6678,301900.0,<1H OCEAN,7.6923076923076925,1.017094017094017
10306,-117.78,33.9,14.0,2923.0,904.0,6.5437,268200.0,<1H OCEAN,6.9015486725663715,0.9966814159292036
10307,-117.82,33.9,25.0,524.0,164.0,7.5744,259300.0,<1H OCEAN,6.932926829268292,1.0365853658536586
10308,-117.8,33.9,22.0,1485.0,461.0,7.8537,354900.0,<1H OCEAN,8.156182212581346,1.0455531453362257
10309,-117.74,33.89,4.0,16122.0,5189.0,7.4947,366300.0,<1H OCEAN,7.311042590094431,1.054345731354789
10310,-117.76,33.88,9.0,2090.0,695.0,6.6536,307800.0,<1H OCEAN,6.961151079136691,1.0920863309352518
10311,-117.77,33.88,8.0,2070.0,619.0,8.1117,410200.0,<1H OCEAN,7.8739903069466886,1.012924071082391
10312,-117.78,33.89,7.0,4160.0,1214.0,8.9088,415300.0,<1H OCEAN,8.014003294892916,0.9967051070840197
10313,-117.8,33.85,23.0,1568.0,438.0,5.6403,233000.0,<1H OCEAN,6.936073059360731,1.0730593607305936
10314,-117.82,33.85,21.0,1350.0,390.0,6.057,235900.0,<1H OCEAN,6.674358974358975,1.035897435897436
10315,-117.82,33.85,18.0,1189.0,326.0,5.2227,213500.0,<1H OCEAN,5.552147239263804,0.9355828220858896
10316,-117.8,33.85,16.0,1558.0,604.0,5.806,304900.0,<1H OCEAN,6.872516556291391,1.054635761589404
10317,-117.82,33.84,25.0,676.0,217.0,10.1299,454300.0,<1H OCEAN,8.23963133640553,0.9354838709677419
10318,-117.81,33.84,17.0,1605.0,484.0,10.5981,460100.0,<1H OCEAN,8.973140495867769,1.0640495867768596
10319,-117.79,33.84,9.0,4005.0,1419.0,8.3931,365300.0,<1H OCEAN,7.38830162085976,1.1296687808315715
10320,-117.78,33.85,16.0,1665.0,499.0,7.2554,335600.0,<1H OCEAN,7.577154308617234,1.0100200400801602
10321,-117.78,33.86,16.0,2146.0,633.0,6.1504,266000.0,<1H OCEAN,6.935229067930489,1.042654028436019
10322,-117.76,33.87,16.0,1663.0,428.0,7.0592,288200.0,<1H OCEAN,7.434579439252336,1.0023364485981308
10323,-117.78,33.81,23.0,826.0,260.0,7.7752,380000.0,<1H OCEAN,7.638461538461539,1.0692307692307692
10324,-117.77,33.8,16.0,1373.0,452.0,9.8074,417000.0,<1H OCEAN,8.789823008849558,1.0685840707964602
10325,-117.8,33.79,13.0,1081.0,341.0,4.3269,231400.0,<1H OCEAN,5.926686217008798,1.06158357771261
10326,-117.79,33.8,11.0,4409.0,1622.0,6.67,283200.0,<1H OCEAN,6.4950678175092476,0.998766954377312
10327,-117.77,33.85,13.0,2061.0,714.0,7.3681,353100.0,<1H OCEAN,7.584033613445378,1.158263305322129
10328,-117.76,33.84,15.0,1448.0,468.0,8.7124,410500.0,<1H OCEAN,8.042735042735043,1.0897435897435896
10329,-117.75,33.84,16.0,1496.0,509.0,6.6207,270500.0,<1H OCEAN,6.858546168958743,0.9862475442043221
10330,-117.76,33.83,15.0,1262.0,436.0,6.4415,300700.0,<1H OCEAN,7.077981651376147,1.048165137614679
10331,-117.77,33.84,5.0,1913.0,741.0,6.7274,266400.0,<1H OCEAN,5.910931174089069,0.9649122807017544
10332,-117.76,33.86,14.0,1400.0,433.0,10.1316,500001.0,<1H OCEAN,8.466512702078521,1.0207852193995381
10333,-117.75,33.83,14.0,954.0,275.0,8.2375,388300.0,<1H OCEAN,8.916363636363636,1.0763636363636364
10334,-117.74,33.85,4.0,1753.0,583.0,6.9544,314000.0,<1H OCEAN,9.289879931389365,1.4065180102915953
10335,-117.78,33.82,12.0,2443.0,739.0,9.1808,413700.0,<1H OCEAN,8.400541271989175,1.0148849797023005
10336,-117.76,33.81,2.0,199.0,64.0,7.1193,500001.0,<1H OCEAN,9.09375,1.09375
10337,-117.81,33.8,25.0,1666.0,474.0,6.0531,230700.0,<1H OCEAN,5.833333333333333,1.0021097046413503
10338,-117.81,33.79,25.0,4528.0,1064.0,4.2564,204600.0,<1H OCEAN,5.592105263157895,1.0855263157894737
10339,-117.8,33.81,14.0,572.0,149.0,8.847,388700.0,<1H OCEAN,8.093959731543624,0.9530201342281879
10340,-117.8,33.78,18.0,1506.0,449.0,6.925,290300.0,<1H OCEAN,7.902004454342984,1.0556792873051224
10341,-117.8,33.78,17.0,2442.0,780.0,4.7804,242000.0,<1H OCEAN,5.305128205128205,1.0320512820512822
10342,-117.69,33.8,5.0,1467.0,581.0,5.2541,237100.0,<1H OCEAN,5.469879518072289,1.0860585197934596
10343,-117.66,33.61,16.0,789.0,270.0,8.4112,286900.0,<1H OCEAN,7.488888888888889,0.9407407407407408
10344,-117.66,33.62,16.0,1962.0,636.0,6.2177,256600.0,<1H OCEAN,6.3915094339622645,1.0393081761006289
10345,-117.67,33.61,24.0,1972.0,624.0,5.7871,227400.0,<1H OCEAN,6.184294871794871,1.0592948717948718
10346,-117.66,33.61,17.0,1713.0,530.0,6.0471,248400.0,<1H OCEAN,6.535849056603774,0.9792452830188679
10347,-117.66,33.61,21.0,860.0,286.0,7.1497,274000.0,<1H OCEAN,6.755244755244755,0.9300699300699301
10348,-117.66,33.6,24.0,781.0,230.0,6.8667,279600.0,<1H OCEAN,7.321739130434783,1.008695652173913
10349,-117.66,33.6,25.0,1648.0,496.0,7.5488,278100.0,<1H OCEAN,7.550403225806452,1.0524193548387097
10350,-117.67,33.61,23.0,1695.0,569.0,6.1401,243200.0,<1H OCEAN,6.305799648506151,1.0140597539543057
10351,-117.68,33.63,16.0,2701.0,1125.0,3.929,143100.0,<1H OCEAN,4.638222222222222,1.055111111111111
10352,-117.68,33.63,13.0,2897.0,891.0,6.2403,257400.0,<1H OCEAN,6.54320987654321,1.0336700336700337
10353,-117.67,33.63,9.0,3086.0,1265.0,4.4063,202200.0,<1H OCEAN,4.564426877470356,1.0434782608695652
10354,-117.62,33.77,43.0,930.0,433.0,4.6369,186400.0,<1H OCEAN,4.413394919168591,1.0138568129330254
10355,-117.6,33.72,36.0,531.0,214.0,5.6346,272500.0,<1H OCEAN,6.154205607476635,1.0654205607476634
10356,-117.67,33.6,25.0,1517.0,453.0,6.7921,266000.0,<1H OCEAN,6.984547461368654,0.9911699779249448
10357,-117.66,33.59,18.0,1918.0,671.0,7.5791,288100.0,<1H OCEAN,6.783904619970194,1.052160953800298
10358,-117.67,33.6,20.0,565.0,170.0,7.2592,314800.0,<1H OCEAN,7.135294117647059,1.0058823529411764
10359,-117.66,33.58,16.0,1172.0,382.0,7.5196,315600.0,<1H OCEAN,7.895287958115183,1.031413612565445
10360,-117.67,33.57,18.0,692.0,209.0,7.9294,280300.0,<1H OCEAN,7.722488038277512,1.0047846889952152
10361,-117.66,33.57,16.0,1642.0,549.0,8.0082,286600.0,<1H OCEAN,7.790528233151184,1.029143897996357
10362,-117.7,33.62,16.0,4732.0,1922.0,3.7361,197200.0,<1H OCEAN,5.022372528616025,1.0405827263267429
10363,-117.69,33.62,18.0,2025.0,544.0,6.4598,282700.0,<1H OCEAN,7.8400735294117645,1.068014705882353
10364,-117.68,33.61,19.0,1295.0,440.0,6.0689,248000.0,<1H OCEAN,6.7318181818181815,0.9204545454545454
10365,-117.69,33.61,16.0,1649.0,538.0,4.0221,236200.0,<1H OCEAN,5.594795539033457,1.0780669144981412
10366,-117.68,33.6,19.0,1646.0,454.0,7.2147,303900.0,<1H OCEAN,8.618942731277533,1.013215859030837
10367,-117.65,33.65,16.0,835.0,259.0,5.5779,234800.0,<1H OCEAN,5.938223938223938,1.0038610038610039
10368,-117.66,33.64,17.0,1555.0,520.0,6.7079,250800.0,<1H OCEAN,6.101923076923077,0.9634615384615385
10369,-117.67,33.64,11.0,1565.0,508.0,5.1645,164100.0,<1H OCEAN,5.358267716535433,1.0905511811023623
10370,-117.66,33.65,13.0,4597.0,1393.0,6.2242,237900.0,<1H OCEAN,6.121320890165111,0.9791816223977028
10371,-117.65,33.65,15.0,1740.0,485.0,6.7543,251900.0,<1H OCEAN,7.185567010309279,1.0701030927835051
10372,-117.65,33.63,16.0,1395.0,427.0,8.4471,351300.0,<1H OCEAN,7.934426229508197,0.9953161592505855
10373,-117.65,33.65,15.0,2197.0,673.0,7.5426,294800.0,<1H OCEAN,7.00297176820208,0.9970282317979198
10374,-117.66,33.63,16.0,1967.0,604.0,5.5085,223300.0,<1H OCEAN,5.461920529801325,1.009933774834437
10375,-117.63,33.65,10.0,1688.0,467.0,7.7814,288700.0,<1H OCEAN,7.665952890792291,1.051391862955032
10376,-117.62,33.64,2.0,2985.0,790.0,10.1531,484100.0,<1H OCEAN,9.90632911392405,1.130379746835443
10377,-117.64,33.63,10.0,1808.0,588.0,8.798,436600.0,<1H OCEAN,8.187074829931973,1.0935374149659864
10378,-117.64,33.64,11.0,810.0,395.0,6.1935,293200.0,<1H OCEAN,6.131645569620253,1.0860759493670886
10379,-117.64,33.65,4.0,3256.0,1439.0,5.4132,216600.0,<1H OCEAN,4.754690757470466,1.0507296733842946
10380,-117.63,33.62,9.0,1293.0,745.0,3.7139,196700.0,<1H OCEAN,5.714093959731543,1.0536912751677852
10381,-117.63,33.63,6.0,985.0,536.0,4.2009,238000.0,<1H OCEAN,5.723880597014926,1.0242537313432836
10382,-117.65,33.62,15.0,1140.0,389.0,6.2899,275000.0,<1H OCEAN,6.961439588688946,1.0539845758354756
10383,-117.64,33.62,16.0,1202.0,734.0,3.4115,184800.0,<1H OCEAN,5.408719346049046,1.050408719346049
10384,-117.66,33.62,16.0,2717.0,813.0,6.1493,257800.0,<1H OCEAN,6.365313653136531,0.982779827798278
10385,-117.65,33.6,15.0,2529.0,762.0,6.4114,278700.0,<1H OCEAN,7.52755905511811,
10386,-117.64,33.61,14.0,3041.0,839.0,5.826,247900.0,<1H OCEAN,6.235995232419547,0.965435041716329
10387,-117.65,33.6,13.0,1004.0,380.0,5.133,316100.0,<1H OCEAN,6.102631578947369,1.131578947368421
10388,-117.64,33.59,4.0,1312.0,390.0,8.1611,348000.0,<1H OCEAN,8.394871794871795,0.982051282051282
10389,-117.66,33.58,6.0,1794.0,541.0,9.6986,357600.0,<1H OCEAN,7.737523105360443,
10390,-117.65,33.57,5.0,1185.0,446.0,4.3542,195600.0,<1H OCEAN,4.479820627802691,1.1210762331838564
10391,-117.65,33.58,2.0,703.0,217.0,7.8061,331400.0,<1H OCEAN,11.110599078341014,1.631336405529954
10392,-117.66,33.57,16.0,1357.0,400.0,5.5545,214200.0,<1H OCEAN,6.2075,1.1075
10393,-117.65,33.59,8.0,1238.0,354.0,8.0409,337900.0,<1H OCEAN,7.483050847457627,0.96045197740113
10394,-117.67,33.54,16.0,1003.0,328.0,4.7981,170800.0,<1H OCEAN,6.408536585365853,1.0670731707317074
10395,-117.67,33.54,15.0,1366.0,423.0,4.8906,181800.0,<1H OCEAN,5.7281323877068555,1.0283687943262412
10396,-117.67,33.55,6.0,1695.0,710.0,3.7609,222300.0,<1H OCEAN,4.446478873239436,1.0154929577464789
10397,-117.67,33.56,4.0,1345.0,632.0,4.6863,184400.0,<1H OCEAN,5.204113924050633,1.1518987341772151
10398,-117.64,33.51,15.0,943.0,274.0,5.9339,286000.0,<1H OCEAN,6.361313868613139,0.927007299270073
10399,-117.64,33.51,14.0,650.0,184.0,7.2648,363200.0,<1H OCEAN,7.298913043478261,0.9510869565217391
10400,-117.55,33.52,15.0,133.0,45.0,5.136,447400.0,<1H OCEAN,9.466666666666667,1.3777777777777778
10401,-117.59,33.61,3.0,991.0,390.0,10.0765,378200.0,<1H OCEAN,7.674358974358975,1.1
10402,-117.58,33.6,5.0,1862.0,555.0,11.0567,495400.0,<1H OCEAN,9.636036036036035,1.1873873873873875
10403,-117.49,33.64,3.0,3191.0,1027.0,6.8588,302000.0,<1H OCEAN,8.640701071080818,1.2677702044790653
10404,-117.59,33.67,29.0,633.0,204.0,6.5143,279800.0,<1H OCEAN,5.995098039215686,1.053921568627451
10405,-117.53,33.69,6.0,213.0,43.0,10.9704,483300.0,<1H OCEAN,10.55813953488372,2.372093023255814
10406,-117.59,33.66,3.0,563.0,287.0,5.1589,167800.0,<1H OCEAN,4.2020905923344944,0.89198606271777
10407,-117.58,33.66,4.0,1693.0,597.0,5.2497,215000.0,<1H OCEAN,5.536013400335008,1.0787269681742044
10408,-117.58,33.65,4.0,833.0,386.0,5.7709,190300.0,<1H OCEAN,5.181347150259067,1.0932642487046633
10409,-117.59,33.66,4.0,673.0,225.0,6.0722,260800.0,<1H OCEAN,5.857777777777778,0.9688888888888889
10410,-117.59,33.65,2.0,2332.0,1073.0,4.5022,151900.0,<1H OCEAN,4.529356943150047,1.1118359739049395
10411,-117.6,33.65,4.0,1599.0,485.0,6.2464,233900.0,<1H OCEAN,6.461855670103093,1.0391752577319588
10412,-117.61,33.67,3.0,1600.0,583.0,6.8004,284900.0,<1H OCEAN,7.789022298456261,1.234991423670669
10413,-117.64,33.66,6.0,2597.0,1119.0,4.6076,204000.0,<1H OCEAN,4.665773011617516,1.0875781948168006
10414,-117.59,33.65,4.0,897.0,386.0,4.2463,182800.0,<1H OCEAN,4.6450777202072535,1.0103626943005182
10415,-117.58,33.65,4.0,815.0,426.0,3.375,500001.0,<1H OCEAN,3.7699530516431925,1.1690140845070423
10416,-117.61,33.63,2.0,1970.0,712.0,6.1078,219000.0,<1H OCEAN,6.570224719101123,1.1474719101123596
10417,-117.65,33.53,7.0,2175.0,681.0,10.49,500001.0,<1H OCEAN,10.005873715124816,1.1527165932452277
10418,-117.62,33.42,23.0,998.0,435.0,4.0294,500001.0,NEAR OCEAN,6.105747126436782,1.1839080459770115
10419,-117.63,33.38,12.0,2104.0,847.0,5.1482,500001.0,NEAR OCEAN,6.781582054309327,1.244391971664699
10420,-117.61,33.41,35.0,946.0,399.0,6.1557,402900.0,NEAR OCEAN,6.406015037593985,1.012531328320802
10421,-117.61,33.42,31.0,1919.0,775.0,4.0313,282000.0,NEAR OCEAN,5.108387096774194,1.104516129032258
10422,-117.6,33.41,29.0,922.0,387.0,4.5476,309200.0,NEAR OCEAN,5.666666666666667,1.0051679586563307
10423,-117.62,33.47,4.0,661.0,211.0,6.487,294200.0,NEAR OCEAN,8.587677725118484,1.2085308056872037
10424,-117.63,33.45,5.0,1571.0,534.0,5.3705,363500.0,NEAR OCEAN,6.646067415730337,1.1310861423220975
10425,-117.63,33.47,4.0,805.0,271.0,7.6012,310800.0,NEAR OCEAN,7.265682656826568,1.033210332103321
10426,-117.61,33.45,6.0,426.0,186.0,4.7237,220700.0,NEAR OCEAN,5.10752688172043,0.989247311827957
10427,-117.63,33.46,7.0,2812.0,1057.0,6.3401,387300.0,NEAR OCEAN,7.2696310312204355,1.0293282876064334
10428,-117.64,33.45,26.0,607.0,218.0,6.2871,325500.0,NEAR OCEAN,7.009174311926605,
10429,-117.65,33.42,25.0,603.0,352.0,3.3967,249400.0,NEAR OCEAN,6.176136363636363,1.2159090909090908
